,neighbourhood,latitude,longitude,room_type,price
13202,Valby,55.66616,12.51898,Entire home/apt,699
13203,Indre By,55.68264,12.58148,Entire home/apt,998
13204,Indre By,55.67924,12.59123,Entire home/apt,1351
13205,Amager st,55.63718000000001,12.62734,Private room,482
13206,Amager st,55.66248,12.62226,Entire home/apt,730
13207,Vesterbro-Kongens Enghave,55.66545,12.5468,Entire home/apt,996
13208,Nrrebro,55.69143,12.56065,Entire home/apt,998
13209,Amager Vest,55.65859,12.60547,Private room,450
13210,Indre By,55.68172,12.56277,Entire home/apt,1447
13211,Amager Vest,55.66306,12.58054,Private room,353
13212,Vesterbro-Kongens Enghave,55.67053000000001,12.56059,Entire home/apt,798
13213,Indre By,55.69111,12.57362,Entire home/apt,1317
13214,Vesterbro-Kongens Enghave,55.66408000000001,12.54444,Entire home/apt,600
13215,Valby,55.66593,12.51741,Entire home/apt,498
13216,Frederiksberg,55.67939000000001,12.52943,Entire home/apt,498
13217,sterbro,55.71156,12.57186,Entire home/apt,587
13218,Brnshj-Husum,55.69946,12.50656,Hotel room,942
13219,Amager Vest,55.65367,12.56402,Entire home/apt,962
13220,Nrrebro,55.69266999999999,12.56125,Entire home/apt,1399
13221,Frederiksberg,55.69011999999999,12.5165,Entire home/apt,798
13222,sterbro,55.71088,12.56556,Private room,300
13223,Frederiksberg,55.68482,12.5321,Entire home/apt,505
13224,Frederiksberg,55.686580000000006,12.53678,Entire home/apt,598
13225,sterbro,55.71019,12.55843,Entire home/apt,723
13226,Amager st,55.66594,12.60882,Entire home/apt,996
13227,Indre By,55.67645,12.5985,Entire home/apt,648
13228,Valby,55.66502,12.51538,Entire home/apt,553
13229,Amager st,55.65619,12.61351,Entire home/apt,341
13230,Nrrebro,55.69257,12.54159,Entire home/apt,998
13231,Vesterbro-Kongens Enghave,55.6682,12.55343,Entire home/apt,951
13232,Bispebjerg,55.70127,12.53183,Private room,600
13233,Vesterbro-Kongens Enghave,55.66436,12.55035,Entire home/apt,949
13234,Nrrebro,55.70622,12.55451,Entire home/apt,901
13235,Amager Vest,55.66092,12.6023,Private room,502
13236,Amager Vest,55.61776,12.57231,Entire home/apt,489
13237,Amager st,55.6622,12.62034,Entire home/apt,491
13238,Vanlse,55.69735,12.49947,Entire home/apt,396
13239,Valby,55.66802,12.48621,Entire home/apt,600
13240,Amager Vest,55.66829,12.59646,Entire home/apt,600
13241,Amager st,55.66185,12.61953,Entire home/apt,498
13242,Nrrebro,55.69689,12.54154,Entire home/apt,478
13243,sterbro,55.71041999999999,12.56213,Private room,238
13244,sterbro,55.70397,12.58962,Entire home/apt,502
13245,Nrrebro,55.68701,12.55943,Entire home/apt,951
13246,Frederiksberg,55.67802,12.50306,Entire home/apt,896
13247,Frederiksberg,55.68389000000001,12.55397,Entire home/apt,1003
13248,sterbro,55.71424,12.57016,Private room,300
13249,Vanlse,55.68957,12.51001,Entire home/apt,3002
13250,Nrrebro,55.69086,12.56292,Private room,430
13251,Indre By,55.68157,12.57972,Entire home/apt,1501
13252,Nrrebro,55.69803,12.54436,Entire home/apt,1148
13253,Amager Vest,55.66718,12.59551,Entire home/apt,1501
13254,Nrrebro,55.69026,12.5662,Entire home/apt,553
13255,Amager Vest,55.66457,12.57662,Entire home/apt,801
13256,Valby,55.66576,12.5038,Entire home/apt,951
13257,Indre By,55.67516,12.59309,Entire home/apt,3002
13258,sterbro,55.70605,12.57947,Entire home/apt,853
13259,Amager st,55.66469,12.60437,Entire home/apt,751
13260,Vesterbro-Kongens Enghave,55.66959,12.54755,Entire home/apt,502
13261,sterbro,55.70404,12.58542,Entire home/apt,553
13262,Frederiksberg,55.69602,12.53558,Private room,239
13263,Amager st,55.66804000000001,12.61606,Private room,252
13264,Nrrebro,55.68748000000001,12.55413,Entire home/apt,553
13265,Vesterbro-Kongens Enghave,55.66481,12.55632,Entire home/apt,348
13266,sterbro,55.70953000000001,12.56978,Entire home/apt,600
13267,Nrrebro,55.69226,12.54335,Entire home/apt,826
13268,Nrrebro,55.68674,12.54692,Entire home/apt,930
13269,Vanlse,55.69925,12.52121,Entire home/apt,396
13270,Vesterbro-Kongens Enghave,55.65671999999999,12.54916,Entire home/apt,767
13271,Amager st,55.65823,12.62971,Entire home/apt,901
13272,Nrrebro,55.69845,12.55448,Entire home/apt,699
13273,Nrrebro,55.69106,12.5594,Entire home/apt,781
13274,Amager Vest,55.66428000000001,12.57882,Entire home/apt,628
13275,Vesterbro-Kongens Enghave,55.66727,12.55578,Entire home/apt,996
13276,Amager Vest,55.62804000000001,12.58185,Private room,450
13277,Amager st,55.63718000000001,12.62734,Private room,903
13278,sterbro,55.69851,12.59353,Entire home/apt,853
13279,Vesterbro-Kongens Enghave,55.66326,12.55018,Entire home/apt,1100
13280,Nrrebro,55.69135,12.54679,Private room,523
13281,Nrrebro,55.68628,12.55136,Entire home/apt,409
13282,Nrrebro,55.697,12.54586,Entire home/apt,921
13283,Vesterbro-Kongens Enghave,55.66535,12.55347,Entire home/apt,553
13284,Nrrebro,55.69261,12.56332,Entire home/apt,498
13285,Indre By,55.68669000000001,12.57791,Private room,450
13286,Bispebjerg,55.71011,12.53687,Private room,328
13287,Indre By,55.69176,12.57627,Entire home/apt,2661
13288,Bispebjerg,55.70244,12.52949,Entire home/apt,498
13289,Indre By,55.68499,12.58619,Entire home/apt,498
13290,Frederiksberg,55.68827,12.53375,Entire home/apt,598
13291,Valby,55.65776,12.48585,Entire home/apt,502
13292,Indre By,55.68547,12.56726,Entire home/apt,1799
13293,Amager Vest,55.66573,12.58359,Entire home/apt,1201
13294,Bispebjerg,55.69825,12.52919,Entire home/apt,560
13295,Nrrebro,55.70222,12.55709,Entire home/apt,798
13296,Amager Vest,55.66043000000001,12.60326,Entire home/apt,751
13297,Amager Vest,55.65954,12.58725,Entire home/apt,1099
13298,Nrrebro,55.70289,12.5391,Entire home/apt,496
13299,Valby,55.66643000000001,12.48822,Entire home/apt,730
13300,Amager Vest,55.66759,12.57995,Entire home/apt,949
13301,Indre By,55.67983,12.56735,Private room,1099
13302,Nrrebro,55.69143,12.54449,Entire home/apt,348
13303,Indre By,55.68615,12.56905,Entire home/apt,1351
13304,Bispebjerg,55.71076,12.5166,Entire home/apt,901
13305,Frederiksberg,55.68638000000001,12.52773,Entire home/apt,502
13306,Amager Vest,55.64386999999999,12.61477,Entire home/apt,598
13307,Brnshj-Husum,55.69942,12.49719,Entire home/apt,401
13308,Nrrebro,55.69583000000001,12.53935,Entire home/apt,546
13309,Nrrebro,55.6973,12.53996,Private room,428
13310,Nrrebro,55.70625,12.54906,Private room,1005
13311,Amager st,55.6678,12.59753,Entire home/apt,846
13312,Amager Vest,55.662180000000006,12.57314,Entire home/apt,1201
13313,Frederiksberg,55.67777,12.55478,Entire home/apt,1297
13314,sterbro,55.7078,12.58336,Entire home/apt,998
13315,Indre By,55.68343,12.56384,Entire home/apt,798
13316,Vesterbro-Kongens Enghave,55.66765,12.54575,Entire home/apt,1201
13317,Nrrebro,55.70009,12.5535,Private room,570
13318,Vesterbro-Kongens Enghave,55.66763,12.54767,Entire home/apt,498
13319,Indre By,55.68141,12.56443,Entire home/apt,751
13320,Indre By,55.67703,12.57287,Entire home/apt,1051
13321,Amager Vest,55.66256,12.59885,Entire home/apt,648
13322,Amager Vest,55.66066,12.60381,Entire home/apt,901
13323,Frederiksberg,55.68012,12.55481,Entire home/apt,849
13324,Amager Vest,55.64586,12.61026,Entire home/apt,519
13325,Brnshj-Husum,55.70786,12.46358,Entire home/apt,498
13326,sterbro,55.70859,12.58104,Entire home/apt,648
13327,Frederiksberg,55.67874000000001,12.54758,Entire home/apt,498
13328,Vesterbro-Kongens Enghave,55.6553,12.53735,Entire home/apt,662
13329,Amager Vest,55.63415,12.58227,Entire home/apt,1202
13330,Vesterbro-Kongens Enghave,55.66498000000001,12.54737,Entire home/apt,703
13331,Frederiksberg,55.67111,12.53952,Entire home/apt,648
13332,sterbro,55.71527,12.5724,Entire home/apt,1003
13333,Vesterbro-Kongens Enghave,55.66601,12.55514,Entire home/apt,798
13334,Vanlse,55.69885,12.46934,Private room,348
13335,Frederiksberg,55.67364,12.5109,Entire home/apt,880
13336,Indre By,55.67455,12.55975,Private room,498
13337,Vesterbro-Kongens Enghave,55.6685,12.54368,Entire home/apt,989
13338,Vesterbro-Kongens Enghave,55.67272,12.56217,Entire home/apt,2200
13339,Amager st,55.64503000000001,12.63407,Entire home/apt,498
13340,Vesterbro-Kongens Enghave,55.65615,12.53587,Entire home/apt,648
13341,Vesterbro-Kongens Enghave,55.66913,12.54619,Entire home/apt,598
13342,Nrrebro,55.69722,12.53939,Private room,389
13343,sterbro,55.69681,12.59515,Entire home/apt,1494
13344,Vesterbro-Kongens Enghave,55.64556,12.55212,Entire home/apt,1140
13345,Valby,55.65387,12.51966,Entire home/apt,1051
13346,Indre By,55.68153,12.57702,Entire home/apt,812
13347,sterbro,55.70486,12.58642,Entire home/apt,600
13348,Frederiksberg,55.68553000000001,12.53856,Entire home/apt,648
13349,sterbro,55.71228000000001,12.55621,Entire home/apt,598
13350,Vesterbro-Kongens Enghave,55.67034,12.55811,Entire home/apt,598
13351,Vesterbro-Kongens Enghave,55.67063,12.54992,Entire home/apt,1003
13352,sterbro,55.70845,12.56403,Entire home/apt,553
13353,Brnshj-Husum,55.71376,12.46743,Entire home/apt,853
13354,Amager Vest,55.62241,12.57464,Entire home/apt,600
13355,Bispebjerg,55.70231,12.53333,Entire home/apt,448
13356,Vesterbro-Kongens Enghave,55.6653,12.55242,Entire home/apt,717
13357,Vesterbro-Kongens Enghave,55.6663,12.54954,Entire home/apt,498
13358,Nrrebro,55.69738,12.5453,Entire home/apt,798
13359,Indre By,55.67941,12.56184,Entire home/apt,2601
13360,Vesterbro-Kongens Enghave,55.67044,12.55942,Entire home/apt,1099
13361,Amager Vest,55.66212,12.6001,Entire home/apt,648
13362,Frederiksberg,55.68515,12.54002,Entire home/apt,798
13363,sterbro,55.7107,12.55756,Entire home/apt,801
13364,Vanlse,55.69087,12.47925,Private room,300
13365,Vesterbro-Kongens Enghave,55.64521,12.52517,Entire home/apt,498
13366,Nrrebro,55.70234,12.54534,Entire home/apt,428
13367,Frederiksberg,55.68181,12.54628,Entire home/apt,441
13368,Nrrebro,55.69881,12.5372,Private room,353
13369,Indre By,55.67282,12.5949,Entire home/apt,901
13370,sterbro,55.69569,12.57221,Entire home/apt,798
13371,Vanlse,55.69205,12.49761,Entire home/apt,502
13372,Nrrebro,55.69146,12.55664,Entire home/apt,998
13373,Vesterbro-Kongens Enghave,55.66801,12.55497,Entire home/apt,519
13374,Amager Vest,55.64361,12.5979,Entire home/apt,1112
13375,Frederiksberg,55.68245,12.53697,Private room,300
13376,sterbro,55.7047,12.58365,Entire home/apt,1202
13377,Nrrebro,55.69703000000001,12.54283,Entire home/apt,403
13378,sterbro,55.70802,12.58589,Entire home/apt,498
13379,sterbro,55.70997,12.56025,Entire home/apt,403
13380,Valby,55.66416,12.49935,Entire home/apt,801
13381,Frederiksberg,55.67873,12.53493,Entire home/apt,560
13382,Nrrebro,55.68807,12.55016,Private room,600
13383,sterbro,55.70245,12.5886,Entire home/apt,498
13384,Indre By,55.67702,12.59784,Entire home/apt,1494
13385,Amager st,55.65892,12.61188,Entire home/apt,949
13386,Brnshj-Husum,55.71059,12.48905,Entire home/apt,901
13387,Amager Vest,55.65814,12.60053,Entire home/apt,560
13388,Vanlse,55.68728,12.48514,Entire home/apt,794
13389,Frederiksberg,55.68767,12.53851,Entire home/apt,798
13390,Valby,55.66164000000001,12.51926,Entire home/apt,689
13391,Vesterbro-Kongens Enghave,55.64912,12.55337,Private room,553
13392,Vesterbro-Kongens Enghave,55.66615,12.55652,Entire home/apt,949
13393,Amager st,55.66329,12.62785,Entire home/apt,566
13394,Nrrebro,55.69336,12.55948,Entire home/apt,1100
13395,sterbro,55.69433000000001,12.56638,Entire home/apt,600
13396,Vesterbro-Kongens Enghave,55.66634000000001,12.55661,Entire home/apt,703
13397,Nrrebro,55.68676,12.54691,Entire home/apt,484
13398,Nrrebro,55.69604,12.55513,Entire home/apt,525
13399,Vesterbro-Kongens Enghave,55.64621999999999,12.52656,Entire home/apt,450
13400,Nrrebro,55.68941,12.55901,Entire home/apt,751
13401,Amager st,55.6611,12.61447,Entire home/apt,321
13402,Bispebjerg,55.69905,12.53511,Entire home/apt,546
13403,sterbro,55.707980000000006,12.56428,Entire home/apt,444
13404,Amager st,55.64552,12.62335,Private room,435
13405,Vesterbro-Kongens Enghave,55.67008000000001,12.55566,Private room,475
13406,Amager st,55.64542,12.62403,Private room,727
13407,Vesterbro-Kongens Enghave,55.66668000000001,12.55443,Entire home/apt,598
13408,Amager st,55.64615,12.62351,Private room,598
13409,sterbro,55.70963,12.56688,Entire home/apt,853
13410,Amager st,55.64609,12.62464,Private room,923
13411,Vesterbro-Kongens Enghave,55.67096,12.55593,Entire home/apt,873
13412,Vesterbro-Kongens Enghave,55.64827,12.52993,Entire home/apt,403
13413,Amager st,55.6458,12.6235,Private room,496
13414,Frederiksberg,55.68659,12.53867,Entire home/apt,1201
13415,Indre By,55.68685,12.61418,Entire home/apt,676
13416,Amager st,55.64601,12.62502,Private room,448
13417,Amager st,55.64726999999999,12.62407,Private room,598
13418,sterbro,55.70803000000001,12.5813,Entire home/apt,498
13419,Nrrebro,55.68749,12.55001,Entire home/apt,949
13420,Indre By,55.67691,12.57571,Entire home/apt,1093
13421,Frederiksberg,55.6926,12.52819,Entire home/apt,801
13422,Bispebjerg,55.70783,12.52491,Private room,387
13423,Indre By,55.68494000000001,12.56976,Entire home/apt,949
13424,Amager st,55.65637,12.61246,Entire home/apt,496
13425,Nrrebro,55.70193,12.55515,Entire home/apt,903
13426,Indre By,55.68166,12.57787,Entire home/apt,849
13427,Valby,55.66445,12.51846,Private room,259
13428,Amager st,55.66241,12.60885,Private room,252
13429,Amager st,55.66781,12.62011,Entire home/apt,1003
13430,sterbro,55.70769,12.597,Entire home/apt,1501
13431,Nrrebro,55.69127,12.56421,Entire home/apt,353
13432,sterbro,55.69785,12.5828,Entire home/apt,648
13433,Nrrebro,55.69582,12.54461,Entire home/apt,1099
13434,Vesterbro-Kongens Enghave,55.66822,12.55032,Entire home/apt,1003
13435,sterbro,55.69747,12.59492,Private room,307
13436,Bispebjerg,55.70539,12.52756,Entire home/apt,314
13437,sterbro,55.69905,12.59368,Entire home/apt,751
13438,Indre By,55.67834000000001,12.56885,Entire home/apt,1051
13439,Amager st,55.66206,12.61488,Entire home/apt,798
13440,sterbro,55.70391,12.57956,Entire home/apt,798
13441,Frederiksberg,55.68168000000001,12.54614,Entire home/apt,737
13442,Amager Vest,55.66113000000001,12.56867,Entire home/apt,1201
13443,Vesterbro-Kongens Enghave,55.6716,12.55441,Entire home/apt,2397
13444,Indre By,55.677,12.58805,Entire home/apt,4957
13445,Frederiksberg,55.68429,12.54841,Entire home/apt,798
13446,Frederiksberg,55.68271,12.50187,Entire home/apt,328
13447,Vesterbro-Kongens Enghave,55.67098000000001,12.56117,Private room,450
13448,sterbro,55.70055,12.59233,Entire home/apt,1202
13449,sterbro,55.70694,12.56746,Entire home/apt,1201
13450,Amager Vest,55.65524,12.56742,Entire home/apt,1399
13451,Vesterbro-Kongens Enghave,55.67276,12.55427,Entire home/apt,457
13452,Amager st,55.66154,12.60528,Entire home/apt,853
13453,Frederiksberg,55.67719,12.54837,Entire home/apt,798
13454,Nrrebro,55.70262,12.54775,Entire home/apt,699
13455,Frederiksberg,55.685080000000006,12.53044,Entire home/apt,437
13456,Nrrebro,55.70197,12.5431,Entire home/apt,600
13457,Bispebjerg,55.70553,12.53436,Private room,300
13458,Nrrebro,55.69902,12.54686,Entire home/apt,498
13459,Vesterbro-Kongens Enghave,55.67041999999999,12.55117,Entire home/apt,751
13460,sterbro,55.70585,12.57804,Entire home/apt,853
13461,Vesterbro-Kongens Enghave,55.67071,12.55547,Entire home/apt,798
13462,Nrrebro,55.68985,12.54256,Entire home/apt,600
13463,Amager Vest,55.6164,12.56911,Entire home/apt,375
13464,Amager Vest,55.66194,12.59873,Entire home/apt,607
13465,Nrrebro,55.70393000000001,12.54921,Entire home/apt,798
13466,Vesterbro-Kongens Enghave,55.67229,12.54615,Entire home/apt,792
13467,sterbro,55.69885,12.58015,Entire home/apt,1003
13468,Indre By,55.68459,12.56237,Entire home/apt,2150
13469,Nrrebro,55.68847,12.56393,Entire home/apt,1202
13470,Vanlse,55.69085,12.51275,Entire home/apt,498
13471,Vesterbro-Kongens Enghave,55.65044,12.52989,Entire home/apt,600
13472,Amager Vest,55.64288000000001,12.60633,Entire home/apt,594
13473,Nrrebro,55.68888000000001,12.56392,Entire home/apt,1501
13474,Vesterbro-Kongens Enghave,55.67126,12.54672,Entire home/apt,826
13475,sterbro,55.69899,12.58461,Entire home/apt,969
13476,Valby,55.66903000000001,12.51013,Entire home/apt,600
13477,Nrrebro,55.69708000000001,12.54624,Entire home/apt,798
13478,Nrrebro,55.69623000000001,12.53946,Entire home/apt,600
13479,Vesterbro-Kongens Enghave,55.64477,12.52701,Entire home/apt,328
13480,Vanlse,55.69423000000001,12.49122,Entire home/apt,798
13481,Vesterbro-Kongens Enghave,55.64972,12.54745,Entire home/apt,1051
13482,sterbro,55.70865,12.57063,Entire home/apt,1202
13483,sterbro,55.69998,12.58765,Entire home/apt,699
13484,Vesterbro-Kongens Enghave,55.65613000000001,12.54859,Private room,300
13485,Amager st,55.66805,12.59901,Private room,801
13486,Indre By,55.67915,12.58436,Entire home/apt,1003
13487,Amager st,55.66513000000001,12.61824,Private room,699
13488,Nrrebro,55.69275,12.55513,Entire home/apt,416
13489,Bispebjerg,55.70042,12.53483,Entire home/apt,273
13490,sterbro,55.70416,12.57866,Entire home/apt,1447
13491,Nrrebro,55.69923000000001,12.55538,Entire home/apt,333
13492,Valby,55.65615,12.5122,Private room,348
13493,Indre By,55.68816999999999,12.5722,Private room,498
13494,Indre By,55.6841,12.5864,Private room,450
13495,sterbro,55.70814,12.58807,Shared room,300
13496,Indre By,55.67738000000001,12.57526,Entire home/apt,853
13497,Amager Vest,55.65548,12.59445,Entire home/apt,502
13498,Nrrebro,55.69106,12.56627,Entire home/apt,423
13499,Amager Vest,55.66576,12.5977,Entire home/apt,853
13500,Vesterbro-Kongens Enghave,55.64959,12.55165,Private room,498
13501,Amager st,55.66735,12.61705,Entire home/apt,1447
13502,Valby,55.662,12.4821,Entire home/apt,761
13503,Brnshj-Husum,55.71185,12.475,Private room,157
13504,Vanlse,55.70098,12.51677,Entire home/apt,751
13505,Nrrebro,55.6973,12.54533,Entire home/apt,546
13506,Nrrebro,55.69014,12.55813,Entire home/apt,951
13507,sterbro,55.70366,12.5905,Entire home/apt,696
13508,Amager st,55.66052,12.60799,Entire home/apt,600
13509,Vesterbro-Kongens Enghave,55.65355,12.54904,Entire home/apt,798
13510,Amager Vest,55.63725,12.57669,Entire home/apt,550
13511,Frederiksberg,55.67785,12.53643,Entire home/apt,1494
13512,Vesterbro-Kongens Enghave,55.64956,12.54991,Entire home/apt,532
13513,Nrrebro,55.6976,12.54879,Entire home/apt,375
13514,Indre By,55.68144,12.59027,Entire home/apt,1148
13515,Amager st,55.65659,12.60935,Private room,300
13516,Indre By,55.68563,12.56773,Entire home/apt,1999
13517,Amager st,55.65423000000001,12.61659,Private room,353
13518,Amager Vest,55.65609,12.60254,Entire home/apt,853
13519,Frederiksberg,55.67114,12.53746,Private room,401
13520,Vesterbro-Kongens Enghave,55.66587,12.54887,Entire home/apt,901
13521,Frederiksberg,55.68558,12.53821,Entire home/apt,478
13522,Amager Vest,55.63377,12.57387,Entire home/apt,498
13523,sterbro,55.69845,12.58397,Entire home/apt,682
13524,Nrrebro,55.69721,12.5491,Entire home/apt,341
13525,Vesterbro-Kongens Enghave,55.67078000000001,12.55573,Entire home/apt,887
13526,Indre By,55.68431999999999,12.56898,Entire home/apt,3739
13527,Vesterbro-Kongens Enghave,55.65094000000001,12.5554,Private room,362
13528,Nrrebro,55.70233,12.54091,Private room,218
13529,Brnshj-Husum,55.70557,12.51315,Private room,191
13530,Bispebjerg,55.71154,12.52829,Entire home/apt,801
13531,sterbro,55.7134,12.57666,Entire home/apt,437
13532,Indre By,55.68241,12.56692,Private room,1194
13533,Frederiksberg,55.67705,12.53594,Entire home/apt,998
13534,Frederiksberg,55.67,12.51549,Entire home/apt,600
13535,Vesterbro-Kongens Enghave,55.66552,12.55648,Entire home/apt,1528
13536,sterbro,55.71009,12.55564,Entire home/apt,478
13537,sterbro,55.70262,12.5862,Entire home/apt,600
13538,Amager Vest,55.64001999999999,12.59011,Entire home/apt,621
13539,Indre By,55.68171,12.58587,Entire home/apt,2798
13540,Indre By,55.68436,12.61417,Entire home/apt,751
13541,Vesterbro-Kongens Enghave,55.6698,12.55664,Entire home/apt,457
13542,Indre By,55.68655,12.58255,Entire home/apt,998
13543,Vesterbro-Kongens Enghave,55.6503,12.55258,Entire home/apt,498
13544,sterbro,55.69934,12.58715,Entire home/apt,805
13545,Nrrebro,55.6902,12.5646,Entire home/apt,949
13546,Frederiksberg,55.6772,12.54987,Entire home/apt,1447
13547,sterbro,55.7064,12.59311,Entire home/apt,699
13548,Nrrebro,55.69422,12.54595,Entire home/apt,600
13549,Amager Vest,55.63235,12.5869,Entire home/apt,587
13550,Indre By,55.68831,12.57739,Entire home/apt,498
13551,Amager Vest,55.65375,12.56316,Entire home/apt,1501
13552,Nrrebro,55.69152,12.55638,Entire home/apt,949
13553,Frederiksberg,55.69438,12.53007,Entire home/apt,996
13554,Amager Vest,55.66244,12.57797,Entire home/apt,1501
13555,Amager Vest,55.66771,12.57831,Entire home/apt,1999
13556,Bispebjerg,55.70955,12.53061,Entire home/apt,328
13557,Vesterbro-Kongens Enghave,55.64844,12.53523,Entire home/apt,598
13558,sterbro,55.70786,12.58213,Entire home/apt,903
13559,Vesterbro-Kongens Enghave,55.66691,12.54745,Entire home/apt,600
13560,sterbro,55.71193,12.57239,Entire home/apt,978
13561,Valby,55.65422,12.51526,Entire home/apt,553
13562,Amager st,55.66019,12.63068,Entire home/apt,1201
13563,Vesterbro-Kongens Enghave,55.65976,12.5591,Private room,348
13564,Amager Vest,55.6625,12.5962,Entire home/apt,498
13565,Indre By,55.6792,12.60374,Entire home/apt,1999
13566,Nrrebro,55.69307,12.55845,Entire home/apt,801
13567,Amager st,55.64239,12.62033,Entire home/apt,1201
13568,Brnshj-Husum,55.70886,12.45409,Private room,300
13569,Amager st,55.65275,12.61719,Entire home/apt,423
13570,Valby,55.66694,12.51008,Private room,348
13571,Bispebjerg,55.71083,12.51961,Entire home/apt,1003
13572,Nrrebro,55.68247,12.55614,Entire home/apt,498
13573,Frederiksberg,55.68361,12.54944,Entire home/apt,751
13574,Nrrebro,55.69301,12.54276,Entire home/apt,703
13575,Frederiksberg,55.68918000000001,12.53026,Entire home/apt,396
13576,sterbro,55.70372,12.58542,Entire home/apt,594
13577,Valby,55.66879,12.48735,Entire home/apt,600
13578,Valby,55.66676999999999,12.51261,Entire home/apt,901
13579,Vesterbro-Kongens Enghave,55.64577,12.55394,Entire home/apt,935
13580,Indre By,55.69116999999999,12.57291,Entire home/apt,1003
13581,Vesterbro-Kongens Enghave,55.65591,12.5506,Private room,341
13582,Amager Vest,55.63543000000001,12.5864,Entire home/apt,1003
13583,Indre By,55.66978,12.59141,Entire home/apt,7465
13584,Vesterbro-Kongens Enghave,55.6495,12.52513,Entire home/apt,696
13585,Vesterbro-Kongens Enghave,55.67122,12.55871,Private room,450
13586,sterbro,55.70506,12.57919,Private room,403
13587,Vesterbro-Kongens Enghave,55.66696,12.54808,Entire home/apt,1160
13588,Bispebjerg,55.70325,12.53337,Entire home/apt,423
13589,Vesterbro-Kongens Enghave,55.66101,12.56185,Entire home/apt,1003
13590,Nrrebro,55.69955,12.54377,Entire home/apt,498
13591,sterbro,55.72801,12.56313,Entire home/apt,450
13592,Frederiksberg,55.68403000000001,12.53257,Entire home/apt,600
13593,Amager Vest,55.66281,12.58748,Private room,682
13594,Brnshj-Husum,55.71195,12.47063,Entire home/apt,348
13595,sterbro,55.70679000000001,12.5869,Entire home/apt,1093
13596,Indre By,55.69713,12.59073,Entire home/apt,498
13597,Vanlse,55.68195,12.49053,Entire home/apt,448
13598,Nrrebro,55.68993,12.56207,Entire home/apt,403
13599,Vesterbro-Kongens Enghave,55.66866,12.54918,Private room,747
13600,Bispebjerg,55.70676,12.52277,Entire home/apt,703
13601,Vesterbro-Kongens Enghave,55.66989,12.54254,Entire home/apt,546
13602,Vesterbro-Kongens Enghave,55.6645,12.55592,Entire home/apt,1051
13603,sterbro,55.69976,12.576,Private room,348
13604,Nrrebro,55.69292,12.54749,Entire home/apt,901
13605,Nrrebro,55.69783,12.55491,Entire home/apt,976
13606,Amager Vest,55.66611999999999,12.58136,Entire home/apt,484
13607,Bispebjerg,55.70054,12.52186,Entire home/apt,512
13608,Frederiksberg,55.68404,12.53214,Entire home/apt,600
13609,Frederiksberg,55.69055,12.52957,Entire home/apt,737
13610,Vesterbro-Kongens Enghave,55.67161,12.54659,Entire home/apt,444
13611,Vesterbro-Kongens Enghave,55.66985,12.54089,Private room,1003
13612,Nrrebro,55.69004,12.56119,Entire home/apt,751
13613,Nrrebro,55.70417,12.54848,Entire home/apt,600
13614,Indre By,55.67906,12.58743,Entire home/apt,798
13615,Nrrebro,55.689780000000006,12.56286,Entire home/apt,983
13616,sterbro,55.70692,12.58507,Entire home/apt,1999
13617,Amager Vest,55.66342,12.5993,Entire home/apt,498
13618,Bispebjerg,55.69863,12.53385,Entire home/apt,498
13619,Nrrebro,55.69067,12.55784,Entire home/apt,949
13620,Nrrebro,55.6973,12.53975,Entire home/apt,403
13621,sterbro,55.70696,12.58132,Entire home/apt,441
13622,Indre By,55.68615,12.61398,Entire home/apt,450
13623,Brnshj-Husum,55.70163,12.49207,Entire home/apt,648
13624,Indre By,55.68144,12.56143,Entire home/apt,1099
13625,Nrrebro,55.69351999999999,12.54726,Entire home/apt,648
13626,Indre By,55.68182,12.5828,Entire home/apt,1501
13627,Nrrebro,55.69224000000001,12.56628,Entire home/apt,703
13628,Vesterbro-Kongens Enghave,55.67195,12.55282,Entire home/apt,686
13629,Frederiksberg,55.68617,12.52844,Entire home/apt,682
13630,sterbro,55.70662,12.55698,Entire home/apt,696
13631,Frederiksberg,55.69145,12.53283,Entire home/apt,798
13632,Amager st,55.66557,12.60699,Entire home/apt,450
13633,sterbro,55.71507,12.5711,Entire home/apt,598
13634,Vanlse,55.69438,12.50576,Entire home/apt,1119
13635,Frederiksberg,55.69746,12.53628,Private room,498
13636,Nrrebro,55.68903,12.55916,Entire home/apt,1153
13637,Amager st,55.65591,12.62388,Entire home/apt,1650
13638,Nrrebro,55.68745,12.55824,Private room,502
13639,Frederiksberg,55.67455,12.51688,Entire home/apt,1003
13640,Vesterbro-Kongens Enghave,55.66747,12.54613,Entire home/apt,792
13641,Nrrebro,55.68883,12.55947,Entire home/apt,951
13642,sterbro,55.70816,12.58511,Entire home/apt,550
13643,Amager st,55.6639,12.60392,Entire home/apt,573
13644,Amager Vest,55.63331,12.57731,Entire home/apt,798
13645,Indre By,55.67478000000001,12.59578,Entire home/apt,1003
13646,Valby,55.65266999999999,12.51655,Entire home/apt,703
13647,Amager st,55.66117,12.60818,Private room,224
13648,Frederiksberg,55.66911999999999,12.51876,Entire home/apt,560
13649,Nrrebro,55.69047,12.55334,Entire home/apt,594
13650,Indre By,55.68181,12.56104,Private room,798
13651,Nrrebro,55.69016,12.55432,Entire home/apt,573
13652,Amager st,55.64929,12.6331,Entire home/apt,798
13653,Bispebjerg,55.70978,12.52285,Private room,300
