,neighbourhood,latitude,longitude,room_type,price
6432,Amager Vest,55.65991999999999,12.60387,Entire home/apt,444
6433,Valby,55.65613000000001,12.51966,Entire home/apt,949
6434,Nrrebro,55.69877,12.54592,Entire home/apt,498
6435,Amager Vest,55.66594,12.59791,Entire home/apt,648
6436,Frederiksberg,55.68409000000001,12.53353,Entire home/apt,696
6437,Amager st,55.66131,12.60918,Entire home/apt,703
6438,Amager st,55.66763,12.62335,Private room,353
6439,Frederiksberg,55.67975,12.54629,Entire home/apt,1010
6440,Vesterbro-Kongens Enghave,55.67211999999999,12.55921,Entire home/apt,801
6441,Nrrebro,55.69129,12.54556,Entire home/apt,598
6442,Bispebjerg,55.70042,12.52755,Entire home/apt,523
6443,Vesterbro-Kongens Enghave,55.67157,12.56362,Entire home/apt,1597
6444,Nrrebro,55.69956,12.54503,Entire home/apt,498
6445,Bispebjerg,55.70264,12.52142,Entire home/apt,600
6446,Frederiksberg,55.67907,12.53906,Entire home/apt,2186
6447,Amager Vest,55.64704,12.61121,Entire home/apt,403
6448,sterbro,55.71059,12.57155,Entire home/apt,519
6449,Amager Vest,55.65395,12.58859,Private room,273
6450,Frederiksberg,55.67332,12.54927,Entire home/apt,1202
6451,Frederiksberg,55.69382,12.52871,Private room,314
6452,Vesterbro-Kongens Enghave,55.67195,12.54653,Entire home/apt,484
6453,Vesterbro-Kongens Enghave,55.66889000000001,12.54852,Entire home/apt,682
6454,Indre By,55.67752,12.59177,Entire home/apt,1664
6455,Nrrebro,55.68985,12.55888,Private room,482
6456,Amager Vest,55.66328000000001,12.58098,Entire home/apt,801
6457,Nrrebro,55.69971,12.54744,Entire home/apt,628
6458,sterbro,55.70993000000001,12.56561,Entire home/apt,901
6459,Frederiksberg,55.6805,12.52591,Entire home/apt,699
6460,sterbro,55.70516,12.58938,Private room,273
6461,Nrrebro,55.70477,12.55172,Entire home/apt,300
6462,Amager Vest,55.6672,12.57908,Entire home/apt,703
6463,Indre By,55.68279,12.57042,Private room,403
6464,sterbro,55.6953,12.57095,Entire home/apt,676
6465,Nrrebro,55.69694000000001,12.55038,Entire home/apt,478
6466,Nrrebro,55.69829,12.55346,Entire home/apt,437
6467,Nrrebro,55.6994,12.54667,Entire home/apt,498
6468,Nrrebro,55.69666,12.55733,Entire home/apt,996
6469,Indre By,55.69659,12.58668,Entire home/apt,798
6470,sterbro,55.70607,12.58493,Entire home/apt,822
6471,Nrrebro,55.69425,12.53755,Entire home/apt,751
6472,sterbro,55.70805,12.59678,Entire home/apt,949
6473,Vesterbro-Kongens Enghave,55.66563000000001,12.55221,Entire home/apt,703
6474,Nrrebro,55.68536999999999,12.54789,Private room,498
6475,Vesterbro-Kongens Enghave,55.6432,12.53638,Private room,341
6476,Indre By,55.68216,12.56351,Entire home/apt,1032
6477,Vesterbro-Kongens Enghave,55.64793,12.53338,Entire home/apt,676
6478,Vesterbro-Kongens Enghave,55.64938000000001,12.52918,Entire home/apt,416
6479,Valby,55.66266,12.51039,Entire home/apt,441
6480,Vanlse,55.68697,12.48924,Entire home/apt,416
6481,Indre By,55.69168000000001,12.62353,Entire home/apt,785
6482,Nrrebro,55.68733,12.56172,Entire home/apt,998
6483,Nrrebro,55.68756,12.56239,Entire home/apt,998
6484,Vesterbro-Kongens Enghave,55.67125,12.54766,Entire home/apt,1086
6485,Nrrebro,55.68831,12.55624,Private room,751
6486,Nrrebro,55.69283000000001,12.54756,Private room,340
6487,Amager Vest,55.66062,12.58475,Entire home/apt,1202
6488,Nrrebro,55.70008000000001,12.54078,Entire home/apt,598
6489,Nrrebro,55.703,12.55014,Entire home/apt,901
6490,Nrrebro,55.69165,12.55521,Entire home/apt,600
6491,Nrrebro,55.70036,12.54043,Private room,293
6492,Vesterbro-Kongens Enghave,55.66391,12.54463,Entire home/apt,560
6493,Bispebjerg,55.712,12.54583,Entire home/apt,928
6494,sterbro,55.70895,12.5836,Entire home/apt,498
6495,Indre By,55.68762,12.5664,Entire home/apt,798
6496,Vesterbro-Kongens Enghave,55.64247,12.53412,Entire home/apt,703
6497,Frederiksberg,55.68623,12.53934,Private room,300
6498,Vesterbro-Kongens Enghave,55.67124,12.56096,Entire home/apt,853
6499,sterbro,55.7015,12.58833,Entire home/apt,969
6500,sterbro,55.69367,12.56916,Entire home/apt,600
6501,Indre By,55.67529,12.59345,Entire home/apt,1202
6502,Nrrebro,55.69703000000001,12.54771,Entire home/apt,292
6503,Valby,55.66878000000001,12.50983,Entire home/apt,747
6504,Vesterbro-Kongens Enghave,55.66967,12.54535,Entire home/apt,457
6505,Vesterbro-Kongens Enghave,55.67008000000001,12.55626,Entire home/apt,751
6506,sterbro,55.71262,12.56657,Entire home/apt,573
6507,Amager Vest,55.6629,12.57258,Entire home/apt,901
6508,Indre By,55.67741,12.58889,Entire home/apt,1003
6509,Frederiksberg,55.68238,12.53753,Entire home/apt,600
6510,Vesterbro-Kongens Enghave,55.6683,12.54724,Entire home/apt,801
6511,Frederiksberg,55.67676,12.54127,Entire home/apt,737
6512,Nrrebro,55.69905,12.54522,Entire home/apt,368
6513,Nrrebro,55.69099,12.55679,Entire home/apt,1290
6514,Nrrebro,55.69824000000001,12.54543,Entire home/apt,849
6515,Amager Vest,55.66654000000001,12.59594,Entire home/apt,751
6516,Nrrebro,55.69713,12.55189,Entire home/apt,491
6517,sterbro,55.69827,12.58501,Entire home/apt,901
6518,Nrrebro,55.68897,12.55646,Private room,502
6519,Nrrebro,55.70761,12.55533,Entire home/apt,553
6520,Amager Vest,55.66168,12.57025,Entire home/apt,1099
6521,Nrrebro,55.69611999999999,12.54624,Private room,600
6522,Amager st,55.66076,12.61401,Entire home/apt,307
6523,sterbro,55.70458000000001,12.58356,Private room,403
6524,sterbro,55.69707,12.57173,Entire home/apt,648
6525,Vanlse,55.69684,12.51984,Private room,682
6526,Indre By,55.68578,12.56563,Entire home/apt,1897
6527,Valby,55.66746,12.48672,Entire home/apt,498
6528,Nrrebro,55.69514,12.54908,Private room,401
6529,Amager Vest,55.65714000000001,12.60805,Private room,340
6530,Valby,55.65852,12.51061,Entire home/apt,699
6531,Amager st,55.66802,12.60056,Entire home/apt,942
6532,Amager st,55.66265,12.60772,Entire home/apt,396
6533,Amager Vest,55.663030000000006,12.60001,Entire home/apt,798
6534,Nrrebro,55.69783,12.54749,Entire home/apt,498
6535,Vesterbro-Kongens Enghave,55.6557,12.53512,Entire home/apt,498
6536,sterbro,55.70896,12.56985,Entire home/apt,751
6537,Nrrebro,55.69337,12.5598,Entire home/apt,648
6538,Nrrebro,55.68852,12.561,Entire home/apt,553
6539,Nrrebro,55.70324,12.54691,Entire home/apt,532
6540,Frederiksberg,55.67409,12.50721,Private room,333
6541,Frederiksberg,55.67035,12.5331,Entire home/apt,491
6542,Amager st,55.66649,12.61412,Entire home/apt,348
6543,Amager st,55.66646,12.61577,Entire home/apt,648
6544,sterbro,55.70724000000001,12.5784,Entire home/apt,703
6545,Frederiksberg,55.68424,12.53315,Entire home/apt,498
6546,Amager st,55.66628000000001,12.60767,Private room,348
6547,Vesterbro-Kongens Enghave,55.67163000000001,12.54372,Entire home/apt,648
6548,Nrrebro,55.69493000000001,12.5444,Private room,498
6549,Valby,55.67575,12.49117,Entire home/apt,1942
6550,Indre By,55.6774,12.59822,Entire home/apt,1297
6551,Vanlse,55.68162,12.48912,Entire home/apt,553
6552,Amager st,55.64514000000001,12.62589,Entire home/apt,991
6553,sterbro,55.70741,12.56141,Entire home/apt,703
6554,Nrrebro,55.69527,12.54641,Entire home/apt,403
6555,Valby,55.66576,12.51444,Entire home/apt,478
6556,Frederiksberg,55.67697,12.55287,Entire home/apt,1003
6557,Frederiksberg,55.68825,12.52563,Private room,300
6558,Amager Vest,55.63435,12.58302,Entire home/apt,491
6559,Amager Vest,55.66467,12.57611,Entire home/apt,798
6560,Vesterbro-Kongens Enghave,55.64605,12.5518,Entire home/apt,1052
6561,Amager Vest,55.66737,12.59729,Entire home/apt,573
6562,Amager Vest,55.65476999999999,12.56865,Entire home/apt,1269
6563,Vanlse,55.696630000000006,12.50416,Entire home/apt,2003
6564,sterbro,55.70477,12.58487,Entire home/apt,403
6565,Indre By,55.67576999999999,12.59197,Entire home/apt,1051
6566,Frederiksberg,55.68561,12.53061,Entire home/apt,553
6567,Nrrebro,55.69291,12.53937,Entire home/apt,801
6568,Valby,55.66186,12.52032,Entire home/apt,478
6569,Amager st,55.66281,12.61272,Entire home/apt,3501
6570,sterbro,55.70613,12.57938,Entire home/apt,1100
6571,Amager Vest,55.6582,12.56767,Entire home/apt,1691
6572,Amager Vest,55.66059,12.56809,Entire home/apt,1993
6573,Frederiksberg,55.67439,12.54192,Entire home/apt,853
6574,sterbro,55.70766,12.59572,Entire home/apt,703
6575,Amager Vest,55.6634,12.58234,Entire home/apt,1201
6576,Amager Vest,55.66081,12.6024,Private room,382
6577,Vesterbro-Kongens Enghave,55.66373000000001,12.54797,Entire home/apt,998
6578,Vanlse,55.69618000000001,12.5086,Entire home/apt,1201
6579,sterbro,55.69684,12.57307,Entire home/apt,598
6580,Amager Vest,55.66541,12.58354,Entire home/apt,751
6581,Bispebjerg,55.70368000000001,12.52509,Private room,348
6582,Vesterbro-Kongens Enghave,55.67059,12.54687,Entire home/apt,498
6583,Nrrebro,55.69335,12.55647,Entire home/apt,573
6584,Amager Vest,55.64176,12.59437,Entire home/apt,901
6585,Indre By,55.67193,12.57445,Private room,594
6586,sterbro,55.70681999999999,12.58969,Entire home/apt,498
6587,Valby,55.66866,12.48515,Private room,543
6588,Amager Vest,55.64066,12.58683,Entire home/apt,853
6589,sterbro,55.72394,12.57585,Entire home/apt,577
6590,Nrrebro,55.6969,12.55556,Entire home/apt,903
6591,Nrrebro,55.69715,12.5527,Entire home/apt,1168
6592,Nrrebro,55.70124000000001,12.54985,Entire home/apt,600
6593,Valby,55.65807,12.51163,Entire home/apt,747
6594,Vesterbro-Kongens Enghave,55.66965,12.54068,Entire home/apt,423
6595,Nrrebro,55.68939,12.56006,Private room,747
6596,Vesterbro-Kongens Enghave,55.66909,12.55539,Entire home/apt,751
6597,Nrrebro,55.69443,12.54466,Entire home/apt,591
6598,Nrrebro,55.686580000000006,12.56085,Entire home/apt,1003
6599,sterbro,55.70154,12.58106,Entire home/apt,1120
6600,Vesterbro-Kongens Enghave,55.65858000000001,12.53936,Private room,307
6601,Frederiksberg,55.6836,12.55324,Entire home/apt,665
6602,Frederiksberg,55.68334,12.502,Entire home/apt,450
6603,Nrrebro,55.6954,12.54008,Private room,287
6604,Frederiksberg,55.68353000000001,12.52393,Entire home/apt,798
6605,Amager Vest,55.66639,12.57593,Entire home/apt,853
6606,Nrrebro,55.70401999999999,12.54603,Entire home/apt,672
6607,Indre By,55.67519,12.56861,Entire home/apt,2051
6608,Nrrebro,55.69862,12.54525,Entire home/apt,819
6609,Indre By,55.69468000000001,12.57771,Private room,600
6610,Nrrebro,55.69419,12.54289,Entire home/apt,416
6611,Bispebjerg,55.7057,12.53647,Entire home/apt,484
6612,Frederiksberg,55.69191,12.53211,Entire home/apt,600
6613,Frederiksberg,55.68277,12.53484,Entire home/apt,1127
6614,Nrrebro,55.69054000000001,12.54275,Private room,300
6615,Amager Vest,55.64734,12.59907,Entire home/apt,498
6616,Indre By,55.67789000000001,12.58338,Entire home/apt,1202
6617,Indre By,55.68081,12.57332,Entire home/apt,849
6618,Nrrebro,55.68701,12.55217,Entire home/apt,751
6619,Vanlse,55.69289000000001,12.5112,Entire home/apt,600
6620,Indre By,55.6847,12.58897,Entire home/apt,901
6621,Vesterbro-Kongens Enghave,55.66691,12.55132,Entire home/apt,423
6622,Indre By,55.68326999999999,12.56811,Entire home/apt,1249
6623,Nrrebro,55.68539000000001,12.56047,Entire home/apt,1351
6624,Vesterbro-Kongens Enghave,55.6691,12.54791,Entire home/apt,396
6625,Valby,55.6611,12.48806,Entire home/apt,998
6626,Nrrebro,55.69269,12.54569,Entire home/apt,600
6627,Bispebjerg,55.70379000000001,12.53071,Private room,498
6628,Indre By,55.68642,12.56765,Entire home/apt,1249
6629,Nrrebro,55.68961,12.54629,Entire home/apt,1003
6630,sterbro,55.71254,12.56436,Entire home/apt,523
6631,Vesterbro-Kongens Enghave,55.66757,12.53843,Entire home/apt,1201
6632,Amager Vest,55.65962,12.56947,Entire home/apt,785
6633,Nrrebro,55.68719,12.56163,Entire home/apt,853
6634,Vesterbro-Kongens Enghave,55.66576,12.55481,Entire home/apt,819
6635,Frederiksberg,55.67477,12.54746,Entire home/apt,1351
6636,Valby,55.66831,12.50881,Entire home/apt,498
6637,Bispebjerg,55.70773000000001,12.52924,Entire home/apt,498
6638,Indre By,55.68382,12.58641,Entire home/apt,822
6639,Amager st,55.66486,12.61877,Entire home/apt,1249
6640,Indre By,55.6811,12.58516,Private room,498
6641,sterbro,55.70699000000001,12.57226,Private room,761
6642,Frederiksberg,55.67614,12.54868,Entire home/apt,873
6643,sterbro,55.70973000000001,12.58216,Private room,498
6644,Amager Vest,55.64931,12.61283,Entire home/apt,998
6645,Indre By,55.69,12.5714,Private room,751
6646,Frederiksberg,55.67822,12.53872,Entire home/apt,849
6647,Amager st,55.66419000000001,12.61532,Entire home/apt,512
6648,Frederiksberg,55.68068,12.5079,Entire home/apt,348
6649,Indre By,55.69176,12.57438,Private room,387
6650,Frederiksberg,55.68362,12.50029,Entire home/apt,699
6651,Nrrebro,55.69454,12.55018,Private room,321
6652,Nrrebro,55.70054,12.54395,Private room,348
6653,Indre By,55.68287,12.56816,Entire home/apt,1100
6654,Valby,55.66783,12.50939,Entire home/apt,450
6655,Vesterbro-Kongens Enghave,55.64659,12.55218,Private room,285
6656,Vesterbro-Kongens Enghave,55.67016,12.55638,Entire home/apt,949
6657,Vesterbro-Kongens Enghave,55.66895,12.55546,Entire home/apt,703
6658,Nrrebro,55.68416,12.55758,Private room,380
6659,Bispebjerg,55.71169,12.5354,Entire home/apt,396
6660,Vesterbro-Kongens Enghave,55.66452,12.54912,Entire home/apt,699
6661,sterbro,55.70841,12.59554,Entire home/apt,785
6662,Frederiksberg,55.6884,12.52742,Entire home/apt,648
6663,Amager st,55.66147,12.61372,Entire home/apt,699
6664,Nrrebro,55.6958,12.54448,Entire home/apt,2003
6665,Nrrebro,55.69729,12.5505,Entire home/apt,498
6666,Vesterbro-Kongens Enghave,55.66735,12.54983,Entire home/apt,846
6667,Amager Vest,55.66409,12.58139,Entire home/apt,699
6668,Nrrebro,55.70138000000001,12.54161,Entire home/apt,430
6669,Bispebjerg,55.70118000000001,12.52628,Entire home/apt,423
6670,Amager Vest,55.66053,12.57146,Private room,525
6671,Nrrebro,55.69112,12.56277,Entire home/apt,761
6672,Amager st,55.65809,12.62161,Private room,238
6673,Indre By,55.67867,12.57776,Entire home/apt,1297
6674,Amager st,55.66131,12.62212,Entire home/apt,464
6675,Frederiksberg,55.68397,12.55303,Private room,232
6676,Nrrebro,55.70457,12.5564,Entire home/apt,580
6677,Vanlse,55.69322,12.5003,Entire home/apt,403
6678,sterbro,55.70985,12.55676,Entire home/apt,689
6679,Amager Vest,55.66022,12.60488,Private room,523
6680,Vesterbro-Kongens Enghave,55.66625,12.54759,Entire home/apt,628
6681,Valby,55.66358,12.52236,Entire home/apt,423
6682,Indre By,55.68861999999999,12.59515,Entire home/apt,587
6683,Brnshj-Husum,55.7091,12.49099,Entire home/apt,901
6684,sterbro,55.69521,12.5718,Entire home/apt,598
6685,Amager st,55.66239,12.62355,Private room,353
6686,sterbro,55.70025,12.59561,Entire home/apt,1044
6687,Nrrebro,55.69323000000001,12.55982,Entire home/apt,798
6688,Vesterbro-Kongens Enghave,55.66747,12.54553,Entire home/apt,498
6689,Indre By,55.67541,12.59936,Entire home/apt,908
6690,sterbro,55.69943000000001,12.58869,Entire home/apt,751
6691,Amager Vest,55.66686,12.58353,Private room,523
6692,Indre By,55.697280000000006,12.59028,Entire home/apt,693
6693,Nrrebro,55.70169,12.55061,Entire home/apt,502
6694,Indre By,55.67504,12.57313,Entire home/apt,1501
6695,Frederiksberg,55.67053000000001,12.50851,Entire home/apt,1003
6696,Indre By,55.68636,12.57043,Entire home/apt,983
6697,Vesterbro-Kongens Enghave,55.66985,12.54724,Entire home/apt,498
6698,Nrrebro,55.69671999999999,12.55312,Entire home/apt,478
6699,Amager Vest,55.66025,12.56914,Entire home/apt,869
6700,Bispebjerg,55.70551,12.53326,Entire home/apt,502
6701,Amager st,55.66483,12.61109,Entire home/apt,573
6702,Indre By,55.67513,12.59893,Entire home/apt,880
6703,Brnshj-Husum,55.70991,12.50855,Entire home/apt,693
6704,Nrrebro,55.69828,12.55537,Entire home/apt,645
6705,Brnshj-Husum,55.70218000000001,12.50163,Entire home/apt,2988
6706,Bispebjerg,55.70986,12.53605,Entire home/apt,403
6707,Frederiksberg,55.69242,12.53438,Private room,102
6708,Vesterbro-Kongens Enghave,55.66567,12.5467,Entire home/apt,648
6709,Vanlse,55.69756999999999,12.50353,Entire home/apt,553
6710,sterbro,55.69954,12.57682,Entire home/apt,594
6711,Indre By,55.685930000000006,12.5824,Entire home/apt,853
6712,Amager st,55.66461999999999,12.60278,Entire home/apt,550
6713,Amager Vest,55.66018,12.56951,Entire home/apt,991
6714,Frederiksberg,55.69349,12.53082,Entire home/apt,600
6715,Amager st,55.6597,12.609000000000002,Entire home/apt,300
6716,sterbro,55.70243000000001,12.58272,Entire home/apt,819
6717,Nrrebro,55.6938,12.55121,Entire home/apt,580
6718,Indre By,55.67668000000001,12.58765,Entire home/apt,1052
6719,sterbro,55.70476,12.58944,Entire home/apt,539
6720,Frederiksberg,55.67969,12.55169,Entire home/apt,751
6721,sterbro,55.6978,12.58382,Private room,280
6722,Frederiksberg,55.67343,12.54356,Entire home/apt,751
6723,Indre By,55.68449,12.56526,Entire home/apt,1201
6724,Amager Vest,55.63208,12.57761,Entire home/apt,628
6725,Bispebjerg,55.71044000000001,12.52853,Entire home/apt,498
6726,Amager Vest,55.6595,12.60249,Private room,273
6727,Amager Vest,55.65357,12.60348,Entire home/apt,699
6728,Amager Vest,55.63846,12.55796,Private room,403
6729,Amager st,55.66784000000001,12.59969,Private room,550
6730,Frederiksberg,55.68543,12.53553,Entire home/apt,798
6731,Frederiksberg,55.676730000000006,12.54337,Entire home/apt,798
6732,Valby,55.66808,12.50815,Entire home/apt,498
6733,sterbro,55.70839,12.59856,Entire home/apt,1501
6734,Nrrebro,55.68909,12.55876,Entire home/apt,512
6735,Nrrebro,55.69994000000001,12.54774,Entire home/apt,491
6736,Indre By,55.68442,12.57223,Entire home/apt,998
6737,Vesterbro-Kongens Enghave,55.66955,12.54225,Entire home/apt,682
6738,Frederiksberg,55.69228,12.52465,Entire home/apt,849
6739,Vesterbro-Kongens Enghave,55.66698,12.55602,Private room,362
6740,Nrrebro,55.69788000000001,12.53996,Entire home/apt,600
6741,Indre By,55.68246,12.57051,Entire home/apt,2498
6742,Indre By,55.67169000000001,12.59349,Entire home/apt,1003
6743,Vesterbro-Kongens Enghave,55.6684,12.54877,Entire home/apt,853
6744,Vesterbro-Kongens Enghave,55.66606,12.55629,Entire home/apt,951
6745,Amager Vest,55.63475,12.58164,Entire home/apt,696
6746,Vesterbro-Kongens Enghave,55.64455,12.55088,Private room,272
6747,Bispebjerg,55.70339,12.53251,Private room,171
6748,Vesterbro-Kongens Enghave,55.64948,12.52878,Entire home/apt,498
6749,Vesterbro-Kongens Enghave,55.67231999999999,12.54885,Entire home/apt,676
6750,Amager Vest,55.66383,12.59975,Entire home/apt,546
6751,Amager Vest,55.66593,12.59782,Private room,287
6752,Nrrebro,55.69354000000001,12.55454,Entire home/apt,587
6753,Indre By,55.68996,12.57491,Entire home/apt,1003
6754,Bispebjerg,55.71016,12.53064,Entire home/apt,600
6755,Vesterbro-Kongens Enghave,55.66845,12.54444,Private room,498
6756,sterbro,55.6935,12.57071,Entire home/apt,1501
6757,Nrrebro,55.69815,12.54537,Entire home/apt,553
6758,Bispebjerg,55.70314000000001,12.52735,Entire home/apt,600
6759,Amager Vest,55.6529,12.56454,Entire home/apt,1399
6760,Bispebjerg,55.70251999999999,12.52895,Entire home/apt,648
6761,Indre By,55.67955,12.56873,Entire home/apt,1801
6762,Bispebjerg,55.70285,12.53421,Entire home/apt,491
6763,Nrrebro,55.7013,12.54664,Entire home/apt,703
6764,Vesterbro-Kongens Enghave,55.66549000000001,12.55655,Entire home/apt,896
6765,Nrrebro,55.69787,12.5455,Private room,498
6766,Frederiksberg,55.67585,12.55082,Entire home/apt,798
6767,Nrrebro,55.70079000000001,12.54777,Entire home/apt,532
6768,Nrrebro,55.70218000000001,12.53974,Entire home/apt,546
6769,Frederiksberg,55.67949,12.55197,Entire home/apt,1365
6770,Brnshj-Husum,55.70234,12.49951,Entire home/apt,382
6771,Indre By,55.67274000000001,12.57246,Private room,935
6772,sterbro,55.69745,12.57712,Entire home/apt,998
6773,Vesterbro-Kongens Enghave,55.67143000000001,12.54478,Entire home/apt,1051
6774,Indre By,55.67019000000001,12.58934,Private room,523
6775,Frederiksberg,55.68722,12.53153,Entire home/apt,853
6776,Frederiksberg,55.67862,12.53436,Entire home/apt,403
6777,Vanlse,55.69226,12.49493,Entire home/apt,998
